Date,Time (utc),Region,Magnitude,Depth (km),Latitude,Longitude,Mode,Map
18/01/2019,21:26:51,Northern Peru.,5.6,10,3.10 S,76.59 W,A,-
18/01/2019,20:04:00,"Hokkaido, Japan Region",5.3,10,41.01 N,142.28 E,A,-
18/01/2019,18:52:02,"North of Halmahera, Indonesia",5.3,10,3.73 N,128.49 E,A,-
18/01/2019,18:11:24,"Northern Xinjiang, China",3.1,25,44.98 N,93.34 E,A,-
18/01/2019,17:08:46,Northern East Pacific Rise,5.0,10,8.62 N,103.24 W,A,-
18/01/2019,16:40:45,Northern East Pacific Rise,5.6,10,8.49 N,103.29 W,A,-
18/01/2019,15:38:20,"North of Halmahera, Indonesia",5.1,10,3.76 N,128.97 E,A,-
18/01/2019,13:18:29,Vanuatu Islands,5.9,10,19.18 S,168.79 E,A,-
18/01/2019,12:46:30,"Near East Coast of Honshu, Japan.",5.6,98,35.90 N,140.40 E,A,-
18/01/2019,11:52:07,40 km South West of Quetta.,2.9,19,29.96 N,66.82 E,M,-
18/01/2019,04:05:02,Tajikistan,4.4,100,39.34 N,70.45 E,M,-
17/01/2019,23:11:35,"Halmahera , Indonesia",4.8,10,3.56N,128.45E,A,-
17/01/2019,20:54:20,60 Km West of Kalat,2.3,16,29.07 N,65.85 E,M,-
17/01/2019,20:34:33,"Near the North Coast of New Guinea, PNG",4.8,83,3.53 S,145.80 E,A,-
17/01/2019,16:53:19,Bismarck Sea,5.5,10,3.03 S,146.32 E,A,-
17/01/2019,15:48:36,Admiralty Islands PNG,5.2,46,2.93S,146.31E,A,-
17/01/2019,15:43:00,115 Km west of DG Khan,3.8,80,30.05n,69.39E,M,-
17/01/2019,15:14:34,Bismarck Sea,5.7,73,3.75S,146.30E,A,-
17/01/2019,15:06:37,Bismarck Sea,5.7,10,3.54S,146.60E,A,-
17/01/2019,14:01:50,Fiji Islands,4.7,689,18.65 S,179.44 E,A,-
17/01/2019,13:32:42,"Southern Xinjiang, China",4.9,10,41.95 N,82.14 E,M,-
17/01/2019,12:56:40,Gulf of California,5.1,10,29.75 N,113.87 W,A,-
17/01/2019,10:52:01,Chagos Archipelago Region,4.6,10,3.89 S,68.17 E,A,-
17/01/2019,03:35:01,"Irian Jaya Region, Indonesia",5.1,10,4.49 S,134.42 E,A,-
17/01/2019,02:53:08,"Nicobar Islands, India Region",5.6,105,7.36 N,94.51 E,A,-
17/01/2019,02:52:52,Vanuatu Islands,4.2,218,14.47S,167.27 E,A,-
16/01/2019,21:39:21,Myanmar,5.0,10,22.63 N,97.15 E,A,-
16/01/2019,20:12:09,"10 Km South of Kharan, Balochistan",3.0,25,28.47 N,65.44 E,M,-
16/01/2019,17:07:42,"Near Khuzdar, Balochistan",2.8,15,27.72 N,66.60 E,M,-
16/01/2019,13:28:01,"68 Km NW of Khuzdar, Baluchistan",2.7,10,28.37 N,66.34 E,M,-
16/01/2019,10:49:39,"North of Halmahera, Indonesia",5.3,92,3.39 N,128.09 E,A,-
16/01/2019,08:32:58,Southern Mid Atlantic Ridge.,4.9,10,43.79 S,15.91 W,A,-
16/01/2019,08:17:00,Tonga Islands,5.2,10,15.15 S,173.17 W,A,-
16/01/2019,04:12:36,Loyalty Islands,4.1,10,21.47 S,169.91 E,A,-
16/01/2019,01:51:04,Southeast of Loyalty Islands,4.6,10,21.78 S,169.17 E,A,-
15/01/2019,23:40:41,"Banda Sea, indonesia",5.0,75,7.11S,129.14E,A,-
15/01/2019,20:03:27,"Mindanao, Philippines",5.7,102,5.82 N,126.85 E,A,-
15/01/2019,18:06:35,Vanuatu Islands,6.6,58,13.54 S,167.20 E,A,-
15/01/2019,11:27:27,"Near East Coast of Honshu, Japan.",5.2,119,38.89 N,140.18 E,A,-
15/01/2019,05:53:53,Southeast of Loyalty Islnads,4.3,10,21.60 S,169.02 E,A,-
15/01/2019,04:59:30,Near Coast of Venezuela,4.8,63,10.52 N,62.85 W,A,-
15/01/2019,03:41:03,Near Coast Of Nicaragua.,5.2,10,11.32 N,86.72 W,A,-
15/01/2019,01:58:52,"Eastern New Guinea Reg, P.N.G.",5.2,10,5.92 S,146.92 E,A,-
14/01/2019,23:59:55,"Northern Sumatra, indonesia",5.3,10,1.77N,99.04E,A,-
14/01/2019,23:56:12,Southeastern Afghanistan,3.8,70,33.20N,69.68E,M,-
14/01/2019,15:31:08,Southeastern Afghanistan,3.6,10,34.81 N,70.43 E,M,-
14/01/2019,13:49:38,"Southern Xinjiang, China",4.5,10,39.94 N,77.31 E,M,-
14/01/2019,06:36:16,280 km Southwest of Karachi,4.9,10,23.92 N,64.00 E,M,-
14/01/2019,06:36:12,Off Coast of Pakistan,4.7,10,23.74 N,64.49 E,M,-
14/01/2019,06:03:29,Tajikistan,4.2,40,37.72 N,71.84 E,A,-
14/01/2019,02:23:32,Santa Cruz Islands,5.1,10,11.96 S,166.81 E,A,-
13/01/2019,21:19:36,Northern Molucca Sea,4.6,50,0.71 N,126.57 E,A,-
13/01/2019,16:45:58,Southern Alaska,5.1,61,61.66 N,150.91 W,A,-
13/01/2019,12:40:16,Solomon Islands,5.0,100,10.13 S,161.16 E,A,-
13/01/2019,12:14:45,"Near East Coast of Honshu, Japan.",5.2,10,37.20 N,141.59 E,A,-
13/01/2019,09:01:52,"Southern Xinjiang, China",4.5,27,39.39 N,76.03 E,M,-
13/01/2019,07:33:34,"Southeast of Honshu, Japan",5.1,415,30.01 N,138.93 E,A,-
13/01/2019,05:13:28,Sea of Okhotsk,5.0,600,50.67 N,148.65 E,A,-
13/01/2019,03:15:00,Kyrgyzstan,3.8,10,41.55N,69.29E,M,-
13/01/2019,02:57:19,Southeastern Afghanistan,3.5,80,32.78N,68.63E,M,-
13/01/2019,01:16:28,"Talaud Islands, Indonesia",5.2,30,4.19N,127.90E,A,-
12/01/2019,22:10:41,19KM SW OF NOWSHERA,3.8,35,33.84 N,71.96 E,M,-
12/01/2019,22:10:38,Banda Sea,5.0,125,7.30 S,129.80 E,A,-
12/01/2019,22:10:38,17 KM SouthWest Of Mengora.,3.2,80,34.65 N,72.31 E,M,-
12/01/2019,19:25:03,130 KM NorthEast Of Sibbi.,2.9,80,30.00 N,69.15 E,M,-
12/01/2019,19:07:45,India-Pakistan Border Region.,3.9,70,30.53 N,74.18 E,M,-
12/01/2019,18:38:28,Northern India,2.9,5,29.05 N,76.92 E,M,-
12/01/2019,17:13:19,"New Britain, Region P.N.G.",5.2,10,5.56 S,152.26 E,A,-
12/01/2019,16:22:38,Fiji Islands Region.,5.0,670,17.74 S,177.98 W,A,-
12/01/2019,13:20:16,"Luzon, Phillipines.",5.0,77,18.38 N,120.54 E,A,-
12/01/2019,12:54:06,Banda Sea,5.1,168,7.99 S,127.29 E,A,-
12/01/2019,12:04:29,"Sunda Strait, Indonesia.",5.2,58,6.68 S,104.25 E,A,-
12/01/2019,11:18:56,Near East Coast of Kamchatka.,5.3,27,53.00 N,158.90 E,A,-
12/01/2019,08:54:16,Afghanistan-Tajikistan Border Region.,4.1,96,36.38 N,71.40 E,M,-
12/01/2019,07:01:34,Kashmir-India Border Region,3.5,5,32.66 N,75.94 E,M,-
12/01/2019,06:48:52,Fiji Islands Region.,5.0,600,17.86 S,177.88 W,A,-
12/01/2019,06:04:00,Banda Sea,4.9,10,5.46 S,131.29 E,A,-
12/01/2019,05:00:52,"Hindu Kush Region,Afghanistan",3.4,213,36.51 N,69.83 E,M,-
12/01/2019,04:32:08,"Southern Xinjiang, China",5.4,18,39.82 N,75.48 E,A,-
12/01/2019,01:03:47,"Hindu Kush Region, Afghanistan",4.2,96,36.49 E,70.96 E,M,-
11/01/2019,19:05:27,"Southern Sumatra, Indonesia",5.5,10,3.50 S,101.21 E,A,-
11/01/2019,11:29:56,Banda Sea,4.7,126,7.60 S,127.51 E,A,-
11/01/2019,10:47:23,Seram Indonesia,4.9,58,3.84 S,130.03 E,A,-
11/01/2019,07:03:14,Southeastern Afghanistan,3.7,30,34.42 N,69.80 E,M,-
11/01/2019,05:58:15,Tonga Island,5.5,10,21.29 S,174.28 W,A,-
11/01/2019,02:51:06,Southwestern Kashmir,3.5,10,34.08 N,74.90 E,M,-
10/01/2019,23:07:40,Southeastern Afghanistan,3.0,100,33.55N,68.68E,M,-
10/01/2019,18:24:40,"Crete, Greece",5.0,18,34.52N,26.62E,A,-
10/01/2019,17:48:06,Southeastern Afghanistan,3.3,50,34.69N,70.19E,M,-
10/01/2019,17:17:53,Northwestern Kashmir,2.8,10,35.11N,74.14E,M,-
10/01/2019,14:51:01,Southeastern Afghanistan,3.9,155,34.80N,66.79N,M,-
10/01/2019,04:54:20,Kermadec Island Region,5.3,10,29.74 S,176.08 W,A,-
10/01/2019,02:52:10,Indian held Kashmir,4.7,70,34.42 N,77.89 E,A,-
09/01/2019,23:14:12,"50 Km Southwest of Kalat, Balochistan",2.5,15,28.82 N,66.51 E,M,-
09/01/2019,20:07:16,"30 km south of Kalat, Balochistan",3.8,19,28.75 N,66.51 E,M,-
09/01/2019,20:07:14,56km SW OF KALAT,3.5,10,28.92 N,66.02 E,M,-
09/01/2019,18:56:32,"Sumba Region, Indonesia",5.2,83,9.56 S,119.92 E,A,-
09/01/2019,17:35:44,Bismarck Sea,4.9,10,4.30 S,147.67 E,A,-
09/01/2019,17:01:08,Bismarck Sea,5.1,10,4.71 S,147.66 E,A,-
09/01/2019,16:10:05,Northwest of Madagascar,4.6,10,12.36 S,44.90 E,A,-
09/01/2019,15:09:43,Tanimbar Island Region Indonesia,4.7,10,7.98 S,130.62 E,A,-
09/01/2019,14:33:24,Southeastern Afghanistan,3.9,20,32.12 N,68.44 E,M,-
09/01/2019,14:33:16,Southeastern Afghanistan,4.1,35,31.94 N,69.02 E,M,-
09/01/2019,09:39:13,"Northern Sumatra, Indonesia",4.9,90,3.91 N,96.01 E,A,-
09/01/2019,08:23:08,Northwest of Madagascar,4.7,10,12.53 S,45.15 E,A,-
09/01/2019,04:33:40,Bonin Island Japan Region,4.9,190,28.04 N,140.86 E,A,-
08/01/2019,12:39:40,"Kyushu, Japan",6.0,73,30.83 N,131.16 E,A,-
08/01/2019,10:00:09,Peru-Brazil Border Region,5.7,10,4.59 S,73.84 W,A,-
08/01/2019,09:54:54,"Java, Indonesia",5.3,85,7.27 S,106.82 E,A,-
08/01/2019,04:50:07,Afghanistan-Tajikistan Border Region.,4.3,75,36.51 N,71.07 E,M,-
07/01/2019,19:03:08,Afghanistan-Tajikistan Border Region,3.7,200,36.57 N,71.09 E,M,-
07/01/2019,17:55:14,Southwestern Afghanistan.,3.5,148,30.95 N,63.66 E,M,-
07/01/2019,14:11:49,Northern Molucca Sea,5.5,60,2.58 N,126.61 E,A,-
07/01/2019,07:41:36,Banda Sea,5.2,157,7.10 S,129.29 E,A,-
07/01/2019,07:20:37,Northern Molucca Sea,4.8,10,2.88 N,127.26 E,A,-
07/01/2019,05:43:43,"Hindu Kush Region,Afghanistan",3.1,200,36.73 N,70.50 E,A,-
07/01/2019,03:48:27,Flores Region Indonesia,5.0,10,8.30 S,119.79 E,A,-
07/01/2019,03:11:55,Mindaniaos Philippines,5.5,30,8.21 N,122.05 E,A,-
06/01/2019,21:32:56,Northern Molucca Sea,4.7,10,2.52 N,127.07 E,A,-
06/01/2019,20:06:24,Northern Molucca Sea,4.9,10,2.55 N,127.09 E,A,-
06/01/2019,19:45:21,"Hindu Kush Region, Afghanistan",4.3,131,36.84 N,69.61 E,M,-
06/01/2019,19:45:17,"Hindu Kush Region,Afghanistan",3.9,213,36.47 N,70.11 E,M,-
06/01/2019,17:27:21,Northern Molucca Sea,6.5,50,2.23 N,126.94 E,A,-
06/01/2019,16:22:39,"Southern Xinjiang, China",5.2,40,39.70 N,77.45 E,M,-
06/01/2019,14:15:17,Iran Iraq Border Region,4.9,38,34.55 N,45.73 E,A,-
06/01/2019,13:42:09,Iran Iraq Border Region,5.8,10,34.10 N,45.68 E,A,-
06/01/2019,11:06:24,Southern Peru.,4.8,68,15.27 S,70.90 W,A,-
06/01/2019,08:34:10,Near East Coast of Honshu Japan,5.2,92,39.12 N,141.50 E,A,-
06/01/2019,07:30:07,New Ireland Region P.N.G.,5.2,426,3.48 S,153.73 E,A,-
06/01/2019,07:25:55,"Andreanof Islands, Aleutian Islands",5.1,140,51.49 N,178.69 W,A,-
06/01/2019,07:12:53,Afghanistan-Tajikistan Border Region,3.6,150,36.79 N,71.04 E,M,-
06/01/2019,07:12:44,Afghanistan-Tajikistan Border Region.,4.2,116,36.41 N,71.12 E,M,-
06/01/2019,04:48:04,Southern Iran.,4.7,10,28.38 N,51.69 E,A,-
06/01/2019,03:45:54,Northern Alask.,5.2,10,67.69 N,156.31 W,A,-
06/01/2019,02:01:36,Tajikistan,3.9,130,38.41 N,69.53 E,M,-
05/01/2019,22:54:14,"Volcano Islands,  Japan Region",5.7,46,25.71 N,144.56 E,A,-
05/01/2019,21:26:11,South of Fiji Islands,5.5,473,25.41 S,179.12 W,A,-
05/01/2019,20:42:42,Philippine Islands Region,5.0,10,17.12 N,123.46 E,A,-
05/01/2019,19:25:38,Western Brazil,6.3,574,8.11 S,71.49 W,A,-
05/01/2019,18:47:09,"Andreanof Islands, Aleutian Islands",5.8,10,51.32 N,178.25 w,A,-
05/01/2019,16:21:54,"Hindu Kush Region,Afghanistan",3.7,100,36.53 N,70.35 E,M,-
05/01/2019,10:55:03,"Halmahera , Indonesia",5.2,44,0.90 S,127.47 E,A,-
05/01/2019,08:34:31,"Halmahera , Indonesia",4.6,55,0.82 S,127.15 E,A,-
05/01/2019,03:11:58,Halmahera Indonesia,4.8,48,0.64 S,127.54 E,A,-
05/01/2019,01:55:45,"Halmahera , Indonesia",5.3,30,0.5S,127.7E,A,-
05/01/2019,01:04:19,"Talaud Islands, Indonesia",5.2,112,4.50N,126.28E,A,-
04/01/2019,19:27:43,Albania,4.9,85,40.13 N,19.61 E,A,-
04/01/2019,12:33:11,Gulf of california,5.0,10,26.52S,110.62W,A,-
04/01/2019,10:11:19,Afghanistan-Tajikistan Border Region,4.1,100,36.13 N,71.83 E,M,-
04/01/2019,10:11:04,55 Km SSW of Chitral near Pak-Afghan Border,4.0,80,35.45 N,71.40 E,M,-
04/01/2019,09:12:02,Off Coast of Pakistan,3.0,35,24.95 N,62.64 E,M,-
04/01/2019,06:22:45,Banda Sea,5.5,122,6.56 S,130.46 E,A,-
04/01/2019,03:50:44,Kermadec Island Region,4.9,221,28.73 S,177.42 W,A,-
03/01/2019,21:35:19,Komandorskiye Ostrova Region,5.5,10,55.32 N,164.38 E,A,-
03/01/2019,20:58:58,Northen Molucca Sea,5.5,10,2.53 N,126.97 E,A,-
03/01/2019,20:46:17,Kuril Islands,5.6,87,48.96 N,153.63 E,A,-
03/01/2019,17:57:41,Near East Coast of Kamchatka,5.5,10,53.32 N,159.30 E,A,-
03/01/2019,15:34:38,South western Ryukyu Islands Region Japan,4.9,165,24.92 N,124.20 E,A,-
03/01/2019,12:47:47,South Sandwich Islands Region,5.6,153,59.64 S,26.83 W,A,-
03/01/2019,09:10:30,Kyushu  japan,5.3,10,33.16 N,130.56 E,A,-
03/01/2019,04:21:29,"Seram, Indonesia",4.7,104,3.61 S,127.55 E,A,-
03/01/2019,03:08:30,Tajikistan,4.2,70,38.07N,68.59 E,M,-
03/01/2019,03:08:16,"Hindu Kush Region,Afghanistan",4.5,200,36.21 N,70.48 E,M,-
03/01/2019,00:48:15,"Sichuan, china",5.1,10,28.29N,104.88E,A,-
02/01/2019,22:53:00,"Hindu Kush Region, Afghanistan.",3.7,120,37.12N,70.75E,M,-
02/01/2019,15:40:33,Southern Iran,4.2,360,28.44 N,58.79E,M,-
02/01/2019,14:26:05,"Sumbawa Region, Indonesia",5.3,10,9.67 S,118.03 E,A,-
02/01/2019,13:40:22,"Southwest of Sumatra, Indonesia",5.0,10,6.35 S,103.85 E,A,-
02/01/2019,07:59:46,Near North Coast of Irian Jaya,5.3,10,1.99 S,139.01 E,A,-
02/01/2019,07:57:38,Southern Iran,4.9,10,29.37 N,51.41 E,A,-
02/01/2019,06:48:55,Southern Alaska.,5.4,10,59.34 N,154.71 W,A,-
02/01/2019,03:18:48,Afghanistan - Tajikistan Border Region,3.8,80,36.98 N,71.19 E,M,-
02/01/2019,03:18:48,Afghanistan-Tajikistan Border Region,4.0,88,36.84 N,71.13 E,M,-
02/01/2019,03:12:57,Mongolia,5.1,10,42.63 N,104.43 E,A,-
01/01/2019,16:39:27,Southern Iran,4.5,91,29.06 N,51.37 E,A,-
01/01/2019,16:25:37,Savu Sea,5.1,52,9.75 S,122.59 E,A,-
01/01/2019,15:41:08,Afghanistan - Tajikistan Border Region,4.6,90,36.83N,71.38E,M,-
01/01/2019,15:41:03,Afghanistan-Tajikistan Border Region,3.9,200,36.63 N,71.04 E,M,-
01/01/2019,12:25:34,South Of Java Indonesia,5.3,10,10.56 S,108.47 E,A,-
01/01/2019,11:54:57,"Northern Sumatra, Indonesia",5.0,10,5.32 N,94.42 E,A,-
01/01/2019,11:40:06,Crete Greec,5.2,10,34.61 N,23.72 E,A,-
01/01/2019,09:53:34,Afghanistan-Tajikistan Border Region,3.2,250,36.93 N,71.43 E,M,-
01/01/2019,06:26:06,Afghanistan-Tajikistan Border Region,4.1,150,36.62 N,71.04 E,M,-
01/01/2019,05:58:52,"Fiji Islands Region,",5.2,499,20.77 S,177.63 W,A,-
01/01/2019,03:03:23,Southern Alaska.,5.3,10,61.08 N,150.50 W,A,-
01/01/2019,00:55:25,140 KM East Of Khuzdar Baluchistan.,2.3,10,27.90 N,65.15 E,M,-
01/01/2019,00:06:27,109 KM South West Of Khuzdar Baluchistan.,2.4,20,27.06 N,65.86 E,M,-
31/12/2018,20:45:31,Northern Mid Atlantic Ridge.,5.1,10,15.10 N,46.34 W,A,-
31/12/2018,20:22:18,Tonga Islands.,5.5,204,17.49 S,174.68 W,A,-
31/12/2018,14:10:28,"Near East Coast of Honshu, Japan",5.2,65,37.46 N,141.25 E,A,-
31/12/2018,10:49:40,"San Juan Province, Argentina",5.4,96,31.79 S,62.24 W,A,-
31/12/2018,10:13:13,"Chiapas, Mexico",4.8,196,17.52 N,93.80 W,A,-
31/12/2018,04:50:07,Afghanistan-Tajikistan Border Region,4.2,125,36.53 N,71.08 E,M,-
31/12/2018,04:06:00,Afghanistan - Tajikistan Border Region,4.0,40,38.71N,71.33 E,M,-
31/12/2018,02:36:38,Alaska Peninsula.,6.0,14,54.78 N,162.14 W,A,-
31/12/2018,00:28:59,Carlsberg Ridge.,5.0,25,9.62 N,58.71 E,A,-
30/12/2018,22:32:27,South of Fiji Islands,4.8,600,26.29 S,178.51 E,A,-
30/12/2018,20:07:50,Celebes Sea.,5.0,330,2.52 N,124.10 E,A,-
30/12/2018,19:26:24,Southern Alaska.,5.1,10,61.74 N,150.07 W,A,-
30/12/2018,18:34:50,Northern Molucca Sea,5.1,10,1.98 N,126.64 E,A,-
30/12/2018,17:30:42,South of Fiji Islands,5.9,460,23.27 S,177.78 W,A,-
30/12/2018,10:03:00,Tajikistan.,4.9,78,37.91 N,68.59 E,M,-
30/12/2018,08:39:12,"Southern Sumatra, Indonesia.",5.9,172,2.78 S,102.15 E,A,-
30/12/2018,06:48:44,Reykjanes Ridge.,5.0,50,57.85 N,32.21 W,A,-
30/12/2018,06:00:10,Carlsberg Ridge.,5.0,10,8.26 N,58.70 E,A,-
30/12/2018,04:48:46,Tajikistan.,4.7,32,38.35 N,73.40 E,M,-
30/12/2018,01:03:22,"Hindu Kush Region, Afghanistan",4.1,188,36.44 N,70.86 E,M,-
30/12/2018,00:50:00,100 Km North of Quetta,3.2,80,30.88N,67.74E,M,-
29/12/2018,19:47:30,Southwestern Afghanistan,4.0,113,31.17 N,64.57 E,M,-
29/12/2018,15:34:12,Solomon Islands,5.6,10,6.98 S,154.35 E,A,-
29/12/2018,09:30:00,Afghanistan - Tajikistan Border Region,4.5,180,37.48 N,71.55 E,M,-
29/12/2018,09:12:56,"Mindanao, Philippines",5.5,10,5.99 N,126.97 E,A,-
29/12/2018,08:15:24,"Northern Sumatra, Indonesia",5.1,10,1.02 N,97.38 E,A,-
29/12/2018,03:39:17,"Mindanao, Philippines",7.0,80,5.80 N,126.86 E,A,-
28/12/2018,14:36:44,Southeast of Loyality Islands,4.1,10,21.06 S,171.54 E,A,-
28/12/2018,14:13:33,Afghanistan - Tajikistan Border Region,3.8,70,37.12N,71.48E,M,-
28/12/2018,13:58:21,"Hindu Kush Region, Afghanistan",3.9,100,36.53 N,71.21 E,M,-
28/12/2018,13:58:17,"Hindu Kush Region, Afghanistan.",3.7,90,36.49N,71.27E,M,-
28/12/2018,13:03:37,Kuril Islands.,5.3,87,44.30 N,148.65 E,A,-
28/12/2018,11:46:32,Luzon Philippines,5.1,10,17.03 N,121.03 E,A,-
28/12/2018,05:40:44,"Northern Xinjiang, China",4.4,20,43.80 N,87.35 E,A,-
28/12/2018,03:03:35,"Irian Jaya Region, Indonesia",6.1,56,01.15 S,134..11 E,A,-
27/12/2018,23:19:05,"Hindu Kush, Afghanistan Region",4.3,97,36.07 N,70.05 E,M,-
27/12/2018,22:15:30,"Hindu Kush Region,Afghanistan",3.8,100,36.71 N,71.33 E,M,-
27/12/2018,14:46:14,South of Tonga Island,5.4,10,24.27 S,173.88 W,A,-
27/12/2018,14:36:57,Turkey,4.3,112,39.06 N,38.36 E,A,-
27/12/2018,14:21:09,Southern Alaska.,5.4,10,61.42 N,149.83 W,A,-
27/12/2018,13:37:08,Alaska Peninsula,5.3,10,56.84 N,155.08 W,A,-
27/12/2018,09:24:21,Near Coast of Venezuela,5.3,10,10.30 N,67.91 W,A,-
27/12/2018,08:59:12,Near Coast of Venezuela,5.4,10,10.28 N,68.05 W,A,-
27/12/2018,05:39:13,Solomon Islands,5.2,93,10.02 S,161.22 E,A,-
27/12/2018,00:35:42,Myanmar,4.7,10,22.96 N,94.09 E,A,-
26/12/2018,22:15:12,Vanuatu Islands,4.6,180,14.97 S,167.69 E,A,-
26/12/2018,20:10:25,"Hindu Kush Region,Afghanistan",3.8,110,35.93 N,69.12 E,M,-
26/12/2018,14:11:20,Tonga Islands,5.7,107,17.41 S,174.03 W,A,-
26/12/2018,13:15:27,Afghanistan-Tajikistan Border Region,4.0,90,37.93 N,70.78 E,M,-
26/12/2018,12:30:00,5Km SE of Bhimbhar,3.0,29,32.96 N,74.13 E,M,-
26/12/2018,11:05:37,Tajikistan,4.0,80,37.14 N,71.91 E,M,-
26/12/2018,07:32:51,102 km Southeast of Sibi,3.1,40,29.13 N,68.86 E,M,-
26/12/2018,07:32:41,India Pakistan Border region,3.6,35,27.55 N,69.98 E,M,-
26/12/2018,03:23:48,Vanuatu Islands,4.5,15,16.23 S,168.29 E,A,-
26/12/2018,02:19:19,"Sicily, Itlay",4.9,20,37.49 N,15.32 E,A,-
25/12/2018,21:54:38,Mongolia,4.5,10,45.73 N,92.85 E,A,-
25/12/2018,13:30:28,"Hindu Kush Region, Afghanistan",4.4,100,36.81 N,71.18 E,M,-
25/12/2018,12:48:04,Kermadec Islands Region,5.0,10,30.56 S,176.94 W,A,-
25/12/2018,07:18:21,Northern Molucca Sea,5.4,10,1.49 N,126.51 E,A,-
25/12/2018,03:46:51,157 km SW of Khuzdar,3.2,168,27.59 N,65.02 E,M,-
25/12/2018,01:04:49,Ionian Sea.,5.1,19,37.63 N,20.62 E,A,-
25/12/2018,00:10:31,"Off East Coast Of Honshu, Japan.",5.3,10,33.97 N,141.47 E,A,-
24/12/2018,23:25:03,Southeastern Afghanistan.,3.2,90,33.57 N,69.76 E,M,-
24/12/2018,18:54:21,Kuril Islands.,5.1,25,45.00 N,147.30 E,A,-
24/12/2018,12:41:21,Komandorskiye Ostrova Region,6.0,10,55.43 N,164.01 E,A,-
24/12/2018,10:41:14,Komandorskiye Ostrova Region,5.3,10,54.71 N,164.15 E,A,-
24/12/2018,08:50:47,Banda Sea,5.0,163,7.51 S,128.53 E,A,-
24/12/2018,00:43:25,"Off East Coast of Honshu, Japan",5.6,112,33.97 N,141.27 E,A,-
24/12/2018,00:18:09,"Off East Coast of Honshu, Japan",5.7,10,34.08 N,141.27 E,A,-
23/12/2018,23:08:38,Tonga Islands,6.4,51,20.65 S,175.53 W,A,-
23/12/2018,20:32:15,Myanmar,5.2,64,26.29 N,96.65 E,A,-
23/12/2018,19:32:25,"Xizang, China",5.7,29,30.48 N,87.64 E,A,-
23/12/2018,18:48:04,Off Cosrt of Pakistan,2.9,10,29.348 N,61.27 E,M,-
23/12/2018,15:02:24,"Hindu Kush Region, Afghanistan.",3.9,95,35.59 N,67.60 E,M,-
23/12/2018,14:45:45,"Hindu Kush Region, Afghanistan",3.9,100,36.23 N,68.30 E,M,-
23/12/2018,11:36:27,"Hindu Kush Region,Afghanistan",3.8,250,36.44 N,70.63 E,M,-
23/12/2018,08:50:31,Kashmir-Xinjiang Border Regjion.,3.6,20,36.01 N,75.22 E,M,-
23/12/2018,05:19:18,Afghanistan-Tajikistan Border Region.,3.4,90,36.65 N,71.33 E,M,-
23/12/2018,04:19:00,"Near Nushki, Baluchistan,",2.9,15,29.57 N,66.03 E,M,-
23/12/2018,03:54:48,"Hindu Kush Region,Afghanistan",3.8,100,36.18 N,71.24 E,M,-
23/12/2018,00:10:00,70 Km NE of Dera Ismail Khan,3.8,45,32.21N,71.57E,M,-
22/12/2018,14:24:56,Vanuatu Islands,5.9,10,13.52 S,167.22 E,A,-
22/12/2018,13:30:05,Near East Coast Of Kamchatka.,5.5,10,54.75 N,159.47 E,A,-
22/12/2018,07:44:50,90 KM South West Of Khuzdar.,4.0,17,27.28 N,65.88 E,M,-
22/12/2018,07:44:44,63Km SW Of Wadh,4.5,10,27.21 N,65.68 E,M,-
22/12/2018,07:44:44,63Km SW Of Wadh,4.5,10,27.21 N,65.68 E,M,-
22/12/2018,05:37:41,Zimbabwe.,5.6,24,20.60 S,32.88 E,A,-
22/12/2018,00:32:31,Tajikistan,4.7,130,37.98 N,71.80 E,M,-
21/12/2018,18:21:37,Tajikistan,4.4,160,38.60 N,71.42 E,M,-
21/12/2018,18:19:37,Komandorskiye Ostrova Region,5.5,10,55.36 N,164.18 E,A,-
21/12/2018,16:24:26,Komandorskiye Ostrova Region,5.6,51,55.13 N,164.24 E,A,-
21/12/2018,13:30:00,"North Coast of New Guinea, PNG",5.2,145,4.63S,144.14E,A,-
21/12/2018,10:44:07,"Sumbawa Region, Indonesia",5.0,85,8.75 S,117.17 E,A,-
21/12/2018,09:11:37,25 Km Southwaest of Chakwal Pakistan,3.9,10,32.76 N,72.67 E,M,-
21/12/2018,09:11:37,7KM NE of Kalar Kahar,3.7,35,32.83 N,72.74 E,M,-
21/12/2018,08:30:07,New Braitain Rgion P.N.G.,5.8,10,6.08 S,153.30 E,A,-
21/12/2018,06:33:41,Solomon Islands,5.9,10,6.61 S,154.35 E,A,-
21/12/2018,05:23:53,New Braitain Rgion P.N.G.,5.3,95,5.88 S,151.93 E,A,-
21/12/2018,00:01:59,14Km of SE of Batgram,3.6,35,34.72 N,72.89 E,M,-
21/12/2018,00:01:54,Southwestern Kashmir,3.5,45,32.73 N,74.05 E,M,-
20/12/2018,23:29:43,"130 Km NE of Srinagar, Indian Held Kashmir",4.0,70,34.44N,76.16E,M,-
20/12/2018,22:18:36,Jummu and kashmir India,2.9,10,33.06 N,75.82 E,M,-
20/12/2018,19:01:11,"Hindu Kush Region,Afghanistan",3.8,110,36.78 N,70.35 E,M,-
20/12/2018,18:35:32,"Near Noshki, Balochistan",3.0,10,29.56N,66.02E,M,-
20/12/2018,17:19:52,Komandorskiye Ostrova Region,6.3,10,55.24N,164.80E,A,-
20/12/2018,17:01:56,Komandorskiye Ostrova Region,7.2,28,55.20N,164.48E,A,-
